Actors,Count
0xa5b58b23d775f831f9894c0b5a0d8d7eed72f707,1.0
0xeff0059cf4155b7f4b0e793d4a1b22da53bb92d3,1.0
0x44d890b4f9991a1ca6bc0eb3380205ea785eede2,1.0
0xac11769a453113e25a078199a7c8a1fdcd784d1e,1.0
0x5b68e9d84f9db0eb2495350418caadc840de4521,1.0
0x0e2857093562045629ee16805622df9759ab5fce,1.0
0xddb6a220f0e7f6c6824d4a08b3e7f30e19904931,1.0
0x7b71d760208936610bea94f01f121ac27ff74cb5,1.0
0x9c838e86b73561962444449861e6f2c5ec2e7a33,1.0
0x492842413c442e164fa90b654f1fe6fc7afdb9b4,1.0
0xc1a8e1e562180a2f6ae611c7bc86baea54aa434d,1.0
0x7d3abe5ce7467fc3286b991287c94981e2b4f61e,1.0
0x1117db197168d49937f2891b3794a133c360e02d,1.0
0xa978d2aceb23fe27b8430c2621b2af30068a707a,1.0
0x1eea309fcbdde8847bfd37f02bc6b54b565e5adf,1.0
0x77fb392e8901af394a0f7811f355a228eaaacbb4,1.0
0x2e0d5aa8d7d9b890cccc9032b5ecdd22215bd197,1.0
0x808525461be64a431800307331933ca60498a0bd,1.0
0xf249b9afeeaef03288acfb0bbd301f05aec9d704,1.0
0x97911ef8da92f34c5a488ef8f9356be5f01815e5,1.0
0x9a9fd89871626573226e2491cb5c9885e5adbf91,1.0
0xc59a26912b5bfc7f3fe0b039c3e85327c1e8beab,1.0
0x452d176873911ce83c07f9b3dac575b32c3e1bd3,1.0
0x8cc120bbb1031d1d6da5a971a4615c9a4254705f,1.0
0xbe7ff0376924af0fe8a3322dd1851cc305cd91a3,1.0
0x3471087b687fe99fef5baa81746b9d77b8f85d1a,1.0
0x8927b3e052049228d8ad601f4b749b0815d8b013,1.0
0x0e277dc17a1c5b33fbecbfe67ba129b3b2584e20,1.0
0xa07ce8f287c0f22babe68880fc846e408925017a,1.0
0x18dd8c694fe4cccc038755cef32389ec5b4d6fad,1.0
0x1ace321246d257dc280783657e8739188fc9573e,1.0
0x5d007af0242670f36b0cfa476b239fffb9caaf16,1.0
0xef44ce4c45e660aea9af7916d068ef32e8d566cf,1.0
0x735a0eaedfbeadfeb4ddac983e86bbf8d333be51,1.0
0x5ace9243f8e2979fcaa026a4efa26d74cf5e3f41,1.0
0x832775efa515b7fa382a053609c4fa8f38bfa5e1,1.0
0x41f855512011be50b8ef7e84f38b0c349d29847e,1.0
0xaad200931a4bf2fafdd3c239ce03fa9e53191217,1.0
0x7c0d394d6fa4ac84646320e8acad89b25950ca32,1.0
0x5262141e7f5b7f9ef851b1e9e880346cd9627a5d,1.0
0xf40664644b3be7a5816a01edda84b0a7d59722e1,1.0
0x04efddaa49e48ebdb2e7b8c0477f64cd19508bbf,1.0
0xdaebac7552200962baa6e67327308309a4852902,1.0
0xc9a3724c4696d8eacd8ace181b094c2fc74ae610,1.0
0x3394864a012d4449ad035d301d50204e7c024843,1.0
0xed68634392f58859e49af791b7c23d13b8832407,1.0
0x33869ccacae3d11bf6d960f470bc32625aab23ee,1.0
0x4223aa5f28c23f4fd53b790dc1a8ccfea26c2b73,1.0
0xc1a5a2ba3442990c2f3a8afeb6b66ca7d75a3409,1.0
0x53f916234c9429ead4c9a49adb13cfe571a9454a,1.0
0x3b997f37169310cda207982c97751496470c6427,1.0
0xb3603e6f8f653f6f546a6a21efddd61390f06989,1.0
0xdab5572381688bf635e317e17801566f351ab5a3,1.0
0x3711fb109f715f821aa77c027abc00bc461998dd,1.0
0x46cd323d44ff0b3069fc2d7605ebb6cdbe8b514b,1.0
0xa607b3deb7cf025a48c6005e7f847c5065518834,1.0
0x64dbca77b42f1eed79653f8789fdea8c84fc81b6,1.0
0x789b3326fd541913968f5d89f9fe56e96eed9b4b,1.0
0x8a3c1befcade915e5f8129b4e2123fdb73e04863,1.0
0x7713239ec497421b1fefa0bc892af01e17ca8d3c,1.0
0x524f3205b02d4631c521378c90a3fdafc75201e6,1.0
0x3c5dd1c39324d1e6e1751d67f4d281043adf9b8d,1.0
0x3cb1c5080c09988b8c3c488cd047c2c894624e37,1.0
0x15caff0d58fa6b46746e5bf4a5283ff40a8a6910,1.0
0x71456e4011457d9af481bb5aab176a972c246282,1.0
0xe357b5d1f5e570072e63447f4f0d5f13de2b3fd6,1.0
0x340a8071cfab7bfc739ce889aae2ce9fb12947bd,1.0
0x1853e1be59e08f2b28a204d98dbc71656a9bf0cf,1.0
0xcf205d867406b6dd277b9b3cadb829b1fd54708b,1.0
0x476c5cd8d755a202c3df71609838fa71b423d287,1.0
0x61f4a0a22fefd575959f12e5af4d6beb4e98b6b6,1.0
0xb7590da5cdf4886324ede4fa1145c6d42c40093c,1.0
0xdbb9657b2a907ec7f5445c3bd119bb450d585887,1.0
0xd8fbdde8673b838da1247650106cb13ea1aa5348,1.0
0x074f2b306a5872eb56f2efea5d8dad8d03b9bed8,1.0
0x76de00c8422ecdaac409c0190b550e1450294ddd,1.0
0xbec750c9f47a74776aa58da289f4d3f1f63419b2,1.0
0xa2d754428c93a99fe15576b1810c57e12ae2e593,1.0
0x517f763ce72531df34390b9abbd8233cd5b59c79,1.0
0xdeab746b550536955beb9976488f5183bc3c294c,1.0
0x5acc9dc847fbfa1ea99c3ff1140723e80ee4c658,1.0
0x75958706c9e2ebe4a6b82ea9d579c6bde69e42ff,1.0
0x544554173bc3283766a62e47e687e1e4934af7c7,1.0
0x1b4fbfb8eed90c019e87bc4f11a973afef4450be,1.0
0x359b7b194e4cf6afc5cdd7a41b94291edcf61200,1.0
0x6d40694b5109e13c5831c36182d2cfc120982fef,1.0
0x6da4d7d6f84afcebfb0aafb4bd470260c1e231d4,1.0
0x53a312610a19ed3282327926bd6e7ff7645b9a3b,1.0
0xa7faee687f1e09504bf4472b3ada48073321595e,1.0
0xd36d92395cd63b1ba1f3e96f1b5bbef21dae4464,1.0
0x2f07ab40b4f12e92586051e1d80308786cd4e5a4,1.0
0x5fc3efd19f602fb777b0127068122fcd6a8e7c83,1.0
0x2bce217ce70924f78e0047300930c6a2db909bcd,1.0
0x097c71c41a8fdc367264e462a836c38c50a1964d,1.0
0xfb256b56d1fcb3e35dfbe27a76c43c9053e6de5b,1.0
0xa918fb1bb6689f7fc911f2dbe6be728896b5a88f,1.0
0x6a9c9c590a314555c04a23dcd91799366ed07398,1.0
0xfa1553b4d4d7e4147fb7c786ab7d00593bc3ede7,1.0
0xd7bfa0131e08090a236669540625f01b05d461e6,1.0
0xc659ecc5d9e2ba0540cc5b737bd36dd47e96b3e6,1.0
0x1db4e70bfe7d8b707b38617e4fc83a67db05c138,1.0
0x0c922d9e5c708ef84b832ff9ff69e32076523e2d,1.0
0xb1cda705106912afb975bf64b4ad8319cab9cd4a,1.0
0xdb607a8a4ba4e3fe192217af7e3c5d5115a29fec,1.0
0xa993d6070d037686c8440f13703962d4ff3a24da,1.0
0x89b5196853cd362db73b010ecbf2e9e50912e872,1.0
0x97612361ac4a3d76a475c88f7eb74de7bb7f48bf,1.0
0x3cbc0fa1c4c3d9085afac0479493ca841b32fb8d,1.0
0xa211b0c4f80b55d9ab921b99c7de3f70fc083088,1.0
0xa1712ba492a6c3973dec37ad5434ab7714103c72,1.0
0xa813d38cd89b7af511c418b5acdcd6852890a550,1.0
0x4e9a11392198bcff0d526248dbe2a8c663c115a0,1.0
0xd13f71c2d3dd1153a139eac25b5c06b321de700f,1.0
0x27fec899f86d938ea280e581c053bdccd39f9b0a,1.0
0xbf68b24382674ba05314b2c9dd5f392b64a9f2b8,1.0
0x1f6061a25db08bb27c7a9f952d8bcf3d53d0aff6,1.0
0x00bf7e6964f380d235465516435161664990a80e,1.0
0x49ef7bfd503ebaecfe81dde32b29baa7d6c6f923,1.0
0x16b6c89c220aafae12f28b4bd945e64073a4ffb0,1.0
0x89f0bbc700ae90dd193a662cb97fe80fc7a8f6a6,1.0
0xedb0d1f8cf09c1fe95d478c6f706f579241eaefb,1.0
0x600b1d6452de0b2f18805b523702309ea53e0023,1.0
0xa7d60328284baa4c390f3ffa3e75b5955239b8f9,1.0
0x5c8bbe48b81a51b56664cdf0983c038014afd719,1.0
0x2ebb16b29fbb0e3a5fcaeaefbc514652b3ce2bdc,1.0
0x88b711a00f425e6b4e3742170f4bf1ea501f97bd,1.0
0x34e05bd82f1541e8f14fa74ad8d06fd98fb03c69,1.0
0x5b9136974f6457787deecfca6a507f63615ce2fe,1.0
0x65653d278c62fb3ece54990d53c4daf4402806f1,1.0
0xe0859a3c3faedc2f47b9e0aa38b7ff0a002e6925,1.0
0xf778474e4e3ebb1f11728410f4dc7383b44f9419,1.0
0x210960b9d400207772c7a5fccb1361828b1e6cad,1.0
0xe945205d90a017ef851b2d5f463acd33ebdd795c,1.0
0x25fabb189625fa7c27c7237d86ef2d8c2e7500a3,1.0
0xd6b9738c93f40806275441cd21fc18b948383d99,1.0
0x7189a79a41b39b7750db7f33fb753df83ea76124,1.0
0xbe04caeecbea4423d19ffef57913aefb470e2e66,1.0
0x04900af22883f14ed8af06d12e11482c8f3a32a5,1.0
0x76fe37e5359e95483680bbabcbb6c6c8d2f2618e,1.0
0xbe4e3782d4790168c09142690de0a2a9852a9025,1.0
0x11a83f35df0c5d0bf39b74199089fec47c6c0be2,1.0
0x059826e7d369bb44bbe953c76d0470725e2465ae,1.0
0xc7ae1bde0ceaa4e55b5896173fdd417983e82f28,1.0
0x37a05d06682a2c94b764d3e89d8724dadfa721d3,1.0
0xae214053b126434b41349c8734d46408385aa80d,1.0
0xa432d46394bf05dca09765c96ec93cdf08358620,1.0
0xaab4f6e4c16a439a74c22957cea263843a586ca1,1.0
0x7f069919d04c19e4d1d4b53f739224e10ba54d58,1.0
0xa6b06cadb52125b6d608cb330b5e5a7016ce8e79,1.0
0x60f28061330dc69e6427f21cede96e7e8d8198d6,1.0
0x4a8fa615c630cebaec669340297740ba2310dc55,1.0
0x13d90dd7fb6001988164e0666eee816a375f98c7,1.0
0x69cedfa564082805280a0af9dfc7a3465aa91ba7,1.0
0x04e4d864aba094b745814522b6c7fc3427b9a22d,1.0
0x9edfc42e43f8fbe76a84166126380acbab7acd42,1.0
0x37d3742516905a3912fc081dc9fb3f831c8742f6,1.0
0xbbe4ff14899a7a7d34f4b13ae80c49c3502f230e,1.0
0x154eb564e95679f436fe2689e2fd22f8e5ea677d,1.0
0x0ccfb5beffc33c56b3a8a2a654ea4f487b66eb9f,1.0
0x984fa1a304c12476ee1eca81231f48ca3e55f291,1.0
0x1c4c53581051cec72fdd189eefb9af8b9b0a5ac0,1.0
0x4995b40c4b0e3e92fdbd0fe7e5dfdb96412496b5,1.0
0xe675589532499a727f4c6415783b4ce545accd05,1.0
0xbefdddf31fbafa1e3068191e4a5ae8c3ede73291,1.0
0x018b7f3da74893ad9354bd0c8c3fdc4e600acef6,1.0
0xce57dabfb27e8e3feb0635dcfd06f24c5067a14f,1.0
0x762c1226c08eb7d83c2332238c0064695d667962,1.0
0x01bf80a7f123b7f1b6ff3266ed58af35ed91745a,1.0
0x13cbe46748a2856b14abf6c4f6aa2cc7f1d2eba5,1.0
0x29a38f403c300e052d97ea0281548cfb8249d70a,1.0
0x4a53e862472f90ac3c754c2ae4f76d064b7b5749,1.0
0x983037e532e8b4d21319629f98390cbdf0a370a7,1.0
0x3825626f4b91851b9a45583d7cea1441765cba58,1.0
0x2f5b7129410d77036c5acff73672677237521522,1.0
0xaedc5be9f9a50a0ec0e9b5079dfd8b6f8cc595b5,1.0
0x1f8fac6444b3a75563cdb83bc48e1cba484b8a5d,1.0
0xef6b426215aa9e5a264b6470f6b60ad8f12cc60f,1.0
0xb4e74bc5732dc42835496d3f590b062b0c72f7c9,1.0
0x3317602b2295ad030c1e3944380ac5b5ed46aee5,1.0
0x5217773c7418246393bdcb8491b9b96ab099df84,1.0
0xe465f5aee3f8e2ba33d277d2e87fe00558f8ff08,1.0
0x205b3272f92030e621aaddc2c21144e4e66db2c8,1.0
0x40089a4d5933fd04616f821e780b2060fbfbb320,1.0
0x755d464d98478e0d7033ea00a8505300048eecb5,1.0
0x3390a0af760e6fe749d57702eacc91cb3b43d586,1.0
0x1dbc923be8fb0674098ec76c2e0422ca4cd1b20f,1.0
0xc3c00a44bd0a0abfe4eca4b33312fe31b8396e41,1.0
0xd870594d32c939c7aec959e981b172ba6837eccc,1.0
0xe3fa082a6cb16a9db5b2800461c73de3232b7c38,1.0
0xa516c8f70222e2a4229f38cb2794ec37ba83dc7c,1.0
0x9fcdb9a8a0ab230f8b2a7f0b9adfc8eb20a1fc6e,1.0
0x009616d371cd0ddc555d7604e1f0da473908696a,1.0
0x572714a9e53d8c41410fb6e9a65ca143c81c4ea7,1.0
0xcb7c7f90e8ec7a2d8ed803cbf4a8208026abe5eb,1.0
0x5f50541d77934d91462b3860e26afbeecf8a4a5e,1.0
0x5a801f7587e7294c267bd8c9e027219f26ef75b8,1.0
0xf948f1914ac22fafad2f07397421dcc71eb6fe0f,1.0
0x5985e370b2f55fdc8f713ba26af5f0f64c9e31d1,1.0
0x7d207be04f8283f84007ea6a6103e21079feb0cc,1.0
0xa468b9daa497f74aa1fd5d8051dd6fd5ffb2cfad,1.0
0xe1ddb3a85b19261606a56a9dd03c4801f049b0d6,1.0
0x2c8eee20995497834edd85bcc9043e1ed484ce0e,1.0
0xbf01f01f224541db80b2a021c250fb9cfc952586,1.0
0x60761402cc3495f2433dbc4de52862659df03ea0,1.0
0xeefd83adcc7825e503b079268b890413407acdac,1.0
0x98151062557cffe2ece1e717baf4dfdb6c1498ff,1.0
0xf549418bd4ebbeb8a99d9e2ad8d77c3486b029ae,1.0
0xc8fab5f1d5c751da3029abf13b463dddda66d65b,1.0
0x24d0dbc0e39b2d4e6d7f7c20876a2ad3799d12af,1.0
0xf6150392660472b447d910bfbf1c7678b563b3b7,1.0
0xd3681f5d00887dc483375e1c7cc7b4ac28924f03,1.0
0x040987002c636fe0000c4a4eaf0b9383c06f6702,1.0
0x43f3f19f0a0915fa046284a4e02ba5db2013b15c,1.0
0xc345336ab9b421185262edf31d9f493e9c53575f,1.0
0x1ff50d430497c3b3c3b78093157af8172921d683,1.0
0xc89bd4edff6ae5f1e9c2377b6ba65f901594c3be,1.0
0x62fee5483d941912a8166cb21b2ff23717b62970,1.0
0xaf68a4b5867432c6a4518c0a9838bb4601056ed1,1.0
0x39a993f3660b2af0ad25a0b0403dab813ae950cc,1.0
0xfbd9cff095ffb42e0af586a752a5f5ea72657de8,1.0
0xef096ab0cff157c85a94556ad5903e3c8a015ba9,1.0
0x512e2cbaace955b3162446569f764a75d459c864,1.0
0xa55ebde302f9ecd04e3d17fe08a43806245a408f,1.0
0xc14d798e1300ec1e63107eb81841be622622a6c9,1.0
0x14545dcc76fae127c68975e4f66d7ef27ad39c01,1.0
0xb6d5b7bea3a8aee2aa95f40a94d0276d4f62ef74,1.0
0x541b3e91edafa9a075ca821de8c4d957529dcca7,1.0
0x5af9abecc8cefe40658ab83a5692189dca1101b8,1.0
0xf5c5f9e0b2e312a1f2411f5008da35bd8f07aa13,1.0
0x919a551de42e048a6b79d04f1a29a6f1e2423279,1.0
0xf0e0910c1d6d726939ae6af760942dee4141089a,1.0
0x1f6045312315d0b2fbc7ba6d276de3008273c131,1.0
0x9eaf8bfbc87ea0aa36fd7a596d8e987ae75c3e2b,1.0
0xd0a8562b1a11e39be3ec6f0faed5dce4332b0d4f,1.0
0x8245b135999f18f6b2495fdb28ae2df3f5f5f149,1.0
0x9bf173d64ed498c29bddd5b054dd93633c6e22ca,1.0
0x588e4686e8be20cbf6ac713aa940b862aed4b11b,1.0
0xed6c7df737b9af33c9953129e0d4a0f5c50bc72a,1.0
0x1edddd8a8d98f59cc1ea73a5faa0ca234135fca0,1.0
0x693f7e51076019724077353ade002d6d435c4977,1.0
0x9d5b8ef558a2bdbd15c3ea660f8ee762f74bdca0,1.0
0x2fa974e3c2a8f93aa2b502f3a65a0b2ee7eea0c7,1.0
0x7dbe0d87475658443ca0dae0e4fd630b8dae2d5b,1.0
0x682591b48f093db7a4e29b76250b4a3155a49a71,1.0
0x4e4903361ff5812bf11473f846b0a191fa2b9c9d,1.0
0x803d1a932067f0b353e93f918d10d314ce48765d,1.0
0x89ef411b66a6638c30efb3e63d48f64318da6de3,1.0
0x98d4083d5d3403ee7798d17c5d19356eed50129a,1.0
0xfafd9c616ddacf0a86c2ad45af1ad9ee43f2b3eb,1.0
0x0f4f08b94bd0d3b7365d406231b7c206c99f6aa8,1.0
0xe11fef0f68803294bdaefa7bf9f5a95ef21f1fec,1.0
0x555389dfb2a6e8f65e3e9f74ffcde62aa2c35ef4,1.0
0xd898a1058af01d2473fe892655ad7c0142c6d09b,1.0
0xdad091a9efb3227967442e8b10edc17edb1d57b9,1.0
0xd1fb080e410b97892aa76a9f2c378ce294b3488e,1.0
0x3956070c15165297a8df1ccdf2df08d59cac809d,1.0
0xd956de1a8f2b766dd62e8843756fbdbafc877ec6,1.0
0x7457643fa1f6da28b2658dc8a267cc80374fe4bc,1.0
0xb83f83c348cb9f4b7d7d9b9739f77815a0fbf22c,1.0
0xf713004025f189a0ba1f158b6fb0e28700672bbf,1.0
0x9e8dbd5e65ad82124b6aaeaef6346dae0332fb1b,1.0
0x3a8d59b92a4b1e96aa4f6577202dc20aae62b38e,1.0
0xaa9640546b8a8ed29c162479e69fb35006802c19,1.0
0xdee76ecd9d7d857b2e422fe3ecbe2f9efb4dac80,1.0
0x041c05c62b4d59ce56911b12e3cdb5802f7e7199,1.0
0x0579de64c6e88465078891d0c9f99e70928559ac,1.0
0xf894565e34e7eced2140fed283f6f4b5bf549ee5,1.0
0x1ea9a6debc3d0fbf8f6eb0a43e23845740a44f8d,1.0
0x73ae7f656e06ffda7cd2fd7d505e5597b9be93b8,1.0
0xd6bf5540aa0867fdc5f8c4e1d1198022bd306b38,1.0
0x33dcb6b9783833186c1a1f166b224d8778d3ca86,1.0
0x5a8fe7754ce2d5b375cedf007918613fcc13d198,1.0
0x99c247b18aca60d725617c6dfac2affb950260c4,1.0
0x70002744c968b4b289fb16507bcfa28c80cf3fef,1.0
0xad6c084d074c96f8067be6df60ceaca87125a214,1.0
0xf8de79393b7c5df4d5dfb1bd73559b3e31a8eb05,1.0
0x952cbfe72aca2b0e4588c9bbf465543f432fa306,1.0
0xc52a9ef993c3bd3419420dcc61f6bbe65987b3f5,1.0
0x7c97a137dfb293773c4cfe7bb09e3d4edd512746,1.0
